loan_id,product_type,region,fico_score,orig_amount,interest_rate,term_months,secured_flag
L100039,Personal Loan,South,708,12861.0,0.1289,36,0
L100040,Auto Loan,Midwest,805,6118.0,0.1015,48,1
L100041,Personal Loan,Midwest,742,28726.0,0.0727,36,0
L100042,Personal Loan,South,724,11044.0,0.0821,36,0
L100043,Personal Loan,West,750,19674.0,0.1007,36,0
L100044,Auto Loan,West,719,29252.0,0.0926,24,1
L100045,Home Improvement,Northeast,763,7794.0,0.0972,48,0
L100046,Auto Loan,Midwest,685,25114.0,0.0613,36,1
L100047,Personal Loan,West,708,24075.0,0.0952,24,0
L100048,Auto Loan,South,682,28777.0,0.0919,36,1
L100049,Personal Loan,West,670,6573.0,0.1378,36,0
L100050,Personal Loan,South,697,9914.0,0.0961,48,0
L100051,Auto Loan,Northeast,683,7497.0,0.1292,24,1
L100052,Auto Loan,South,742,12439.0,0.1137,48,1
L100053,Personal Loan,Midwest,716,17558.0,0.1374,48,0
L100054,Auto Loan,Northeast,659,18419.0,0.089,24,1
L100055,Personal Loan,Midwest,658,14145.0,0.1303,24,0
L100056,Home Improvement,Midwest,704,20084.0,0.0859,36,0
L100057,Personal Loan,Midwest,688,22522.0,0.0807,60,0
L100058,Auto Loan,Northeast,760,26845.0,0.0607,60,1
L100059,Auto Loan,Midwest,678,17474.0,0.0956,60,1
L100060,Personal Loan,Midwest,735,13215.0,0.1131,24,0
L100061,Auto Loan,Midwest,763,12980.0,0.0923,36,1
L100062,Personal Loan,West,780,18134.0,0.1141,48,0
L100063,Auto Loan,Midwest,740,18041.0,0.137,36,1
L100064,Personal Loan,West,689,23965.0,0.1292,48,0
L100065,Auto Loan,West,818,9732.0,0.1266,48,1
L100066,Auto Loan,Northeast,730,13201.0,0.1383,60,1
L100067,Personal Loan,West,709,17252.0,0.0804,60,0
L100068,Personal Loan,Midwest,812,25909.0,0.1184,24,0
L100069,Auto Loan,Northeast,820,19474.0,0.0611,36,1
L100070,Auto Loan,West,736,10777.0,0.1468,48,1
L100071,Home Improvement,West,705,24846.0,0.1372,36,0
L100072,Personal Loan,Northeast,620,7892.0,0.1153,60,0
L100073,Home Improvement,Northeast,691,24314.0,0.1418,60,0
L100074,Auto Loan,Northeast,620,24165.0,0.1426,48,1
L100075,Home Improvement,Midwest,720,15768.0,0.1242,36,0
L100076,Home Improvement,Midwest,748,8138.0,0.0793,36,0
L100077,Auto Loan,West,767,9761.0,0.0887,48,1
L100078,Auto Loan,West,754,27417.0,0.0634,36,1
L100079,Personal Loan,Northeast,682,25189.0,0.1269,48,0
L100080,Auto Loan,West,645,6719.0,0.097,48,1
L100081,Personal Loan,Midwest,660,22016.0,0.1104,48,0
L100082,Personal Loan,Northeast,684,18428.0,0.0849,24,0
L100083,Personal Loan,South,699,24303.0,0.1182,36,0
L100084,Auto Loan,Midwest,680,26268.0,0.1441,36,1
L100085,Personal Loan,South,703,8399.0,0.0658,36,0
L100086,Auto Loan,West,660,28712.0,0.1355,24,1
L100087,Home Improvement,South,781,8872.0,0.0691,36,0
L100088,Personal Loan,West,720,23156.0,0.0982,36,0
L100089,Personal Loan,West,694,27948.0,0.0998,48,0
L100090,Home Improvement,Midwest,734,24530.0,0.071,48,0
L100091,Personal Loan,West,695,26487.0,0.0849,36,0
L100092,Auto Loan,West,710,26614.0,0.1115,36,1
L100093,Auto Loan,Northeast,744,19208.0,0.1295,24,1
L100094,Auto Loan,Northeast,725,12944.0,0.0799,48,1
L100095,Personal Loan,West,665,9139.0,0.1334,48,0
L100096,Auto Loan,Northeast,697,12453.0,0.0821,60,1
L100097,Auto Loan,South,677,6371.0,0.1323,60,1
L100098,Personal Loan,Midwest,698,11687.0,0.1208,24,0
L100099,Auto Loan,Midwest,762,9596.0,0.1087,36,1
L100100,Personal Loan,Midwest,772,29207.0,0.1417,48,0
L100101,Auto Loan,West,673,23448.0,0.1315,36,1
L100102,Personal Loan,West,759,8312.0,0.0611,36,0
L100103,Home Improvement,South,810,25929.0,0.0803,36,0
L100104,Auto Loan,Northeast,691,12054.0,0.089,36,1
L100105,Personal Loan,South,643,21294.0,0.0919,60,0
L100106,Auto Loan,Midwest,716,19357.0,0.102,48,1
L100107,Auto Loan,West,700,23644.0,0.0975,36,1
L100108,Auto Loan,South,659,27308.0,0.1179,36,1
L100109,Auto Loan,West,703,16886.0,0.1415,48,1
L100110,Home Improvement,West,778,27016.0,0.1333,60,0
L100111,Personal Loan,South,709,18897.0,0.071,48,0
L100112,Home Improvement,West,820,27482.0,0.1247,24,0
L100113,Personal Loan,Northeast,660,25507.0,0.113,24,0
L100114,Auto Loan,West,714,7266.0,0.0689,36,1
L100115,Auto Loan,Northeast,675,18730.0,0.1067,48,1
L100116,Auto Loan,West,768,23076.0,0.1197,36,1
L100117,Home Improvement,West,620,27844.0,0.1035,36,0
L100118,Personal Loan,Midwest,693,6506.0,0.0779,36,0
L100119,Auto Loan,Midwest,650,12677.0,0.09,48,1
L100120,Personal Loan,Northeast,633,14026.0,0.0699,36,0
L100121,Auto Loan,West,795,17297.0,0.0685,24,1
L100122,Personal Loan,Midwest,738,22653.0,0.0993,60,0
L100123,Personal Loan,Midwest,723,16185.0,0.1492,60,0
L100124,Auto Loan,Northeast,712,22480.0,0.0623,36,1
L100125,Home Improvement,Northeast,704,25962.0,0.0742,60,0
L100126,Auto Loan,Northeast,705,18261.0,0.1129,36,1
L100127,Auto Loan,West,695,8599.0,0.0866,24,1
L100128,Auto Loan,Midwest,727,24634.0,0.1022,24,1
L100129,Personal Loan,Northeast,753,23066.0,0.0743,36,0
L100130,Personal Loan,Midwest,663,27255.0,0.1307,60,0
L100131,Personal Loan,Northeast,781,14420.0,0.0906,36,0
L100132,Personal Loan,West,688,23613.0,0.0685,24,0
L100133,Auto Loan,West,685,25818.0,0.0647,36,1
L100134,Auto Loan,South,727,15033.0,0.1234,48,1
L100135,Personal Loan,Midwest,689,10628.0,0.0673,48,0
L100136,Auto Loan,West,732,21914.0,0.1409,48,1
L100137,Personal Loan,West,711,29533.0,0.1112,36,0
L100138,Personal Loan,South,735,10483.0,0.1363,36,0
L100139,Home Improvement,Midwest,680,13531.0,0.1241,48,0
L100140,Auto Loan,Midwest,699,29910.0,0.1313,36,1
L100141,Auto Loan,West,748,18490.0,0.1416,36,1
L100142,Personal Loan,South,771,16190.0,0.1042,48,0
L100143,Personal Loan,South,666,26266.0,0.1269,24,0
L100144,Home Improvement,West,667,11296.0,0.0724,48,0
L100145,Auto Loan,Midwest,724,22189.0,0.1484,24,1
L100146,Personal Loan,Northeast,706,24081.0,0.1262,48,0
L100147,Personal Loan,West,709,24088.0,0.0894,60,0
L100148,Auto Loan,Northeast,638,29286.0,0.0673,24,1
L100149,Auto Loan,South,704,13385.0,0.1431,36,1
L100150,Home Improvement,West,673,28498.0,0.0709,60,0
L100151,Auto Loan,Northeast,622,23378.0,0.0747,36,1
L100152,Auto Loan,Northeast,684,19452.0,0.1058,36,1
L100153,Home Improvement,Northeast,679,8356.0,0.1386,24,0
L100154,Personal Loan,South,684,13929.0,0.1256,60,0
L100155,Home Improvement,South,707,24951.0,0.1023,60,0
L100156,Personal Loan,South,707,29374.0,0.1357,48,0
L100157,Personal Loan,Northeast,744,12905.0,0.0665,36,0
L100158,Auto Loan,South,711,21265.0,0.0861,60,1
L100159,Auto Loan,West,625,20461.0,0.1308,48,1
L100160,Home Improvement,Northeast,753,12982.0,0.0757,48,0
L100161,Auto Loan,Midwest,657,19282.0,0.1023,48,1
L100162,Auto Loan,South,700,12173.0,0.1134,48,1
L100163,Auto Loan,West,645,15546.0,0.0756,36,1
L100164,Personal Loan,South,673,18695.0,0.0658,24,0
L100165,Personal Loan,Northeast,690,9410.0,0.0851,36,0
L100166,Personal Loan,South,718,12255.0,0.1016,24,0
L100167,Auto Loan,Midwest,671,11775.0,0.1445,36,1
L100168,Personal Loan,Northeast,754,22289.0,0.0984,48,0
L100169,Personal Loan,Northeast,732,13332.0,0.126,24,0
L100170,Personal Loan,Midwest,642,12665.0,0.1043,48,0
L100171,Personal Loan,South,700,6503.0,0.0671,24,0
L100172,Auto Loan,Northeast,743,17815.0,0.0613,48,1
L100173,Personal Loan,West,750,20817.0,0.104,36,0
L100174,Personal Loan,South,665,26908.0,0.0964,36,0
L100175,Auto Loan,Midwest,686,7192.0,0.1152,36,1
L100176,Auto Loan,South,716,24438.0,0.0716,48,1
L100177,Home Improvement,Northeast,710,6977.0,0.1168,36,0
L100178,Personal Loan,Midwest,681,13291.0,0.0986,36,0
L100179,Personal Loan,Midwest,632,9415.0,0.1454,60,0
L100180,Auto Loan,Northeast,694,9447.0,0.108,48,1
L100181,Personal Loan,West,654,6113.0,0.1496,24,0
L100182,Personal Loan,South,697,15365.0,0.0619,48,0
L100183,Personal Loan,Northeast,701,19437.0,0.0694,48,0
L100184,Auto Loan,Midwest,741,27337.0,0.0622,24,1
L100185,Personal Loan,South,737,17251.0,0.1183,36,0
L100186,Home Improvement,South,668,23815.0,0.089,24,0
L100187,Auto Loan,West,698,24379.0,0.1168,60,1
L100188,Auto Loan,Midwest,706,10156.0,0.1402,36,1
L100189,Personal Loan,South,812,21852.0,0.0836,48,0
L100190,Personal Loan,Northeast,644,15194.0,0.0666,60,0
L100191,Home Improvement,Midwest,705,6545.0,0.0605,24,0
L100192,Personal Loan,South,748,12673.0,0.0949,24,0
L100193,Auto Loan,West,749,17399.0,0.1368,48,1
L100194,Personal Loan,Midwest,749,8505.0,0.102,24,0
L100195,Personal Loan,South,783,29334.0,0.0752,48,0
L100196,Personal Loan,Midwest,735,19785.0,0.1002,48,0
L100197,Personal Loan,South,802,10032.0,0.1193,48,0
L100198,Home Improvement,Midwest,695,9706.0,0.1245,60,0
L100199,Personal Loan,Midwest,675,18926.0,0.1004,24,0
L100200,Auto Loan,Midwest,741,25495.0,0.1032,24,1
L100201,Personal Loan,Midwest,717,19184.0,0.1393,48,0
L100202,Personal Loan,South,696,19086.0,0.1187,48,0
L100203,Auto Loan,Northeast,732,12950.0,0.1297,48,1
L100204,Auto Loan,South,687,16944.0,0.135,48,1
L100205,Auto Loan,West,744,6257.0,0.0872,48,1
L100206,Auto Loan,Midwest,776,29981.0,0.1494,24,1
L100207,Home Improvement,South,752,19468.0,0.0977,60,0
L100208,Personal Loan,South,638,8950.0,0.0916,60,0
L100209,Personal Loan,Northeast,665,29527.0,0.0881,36,0
L100210,Personal Loan,South,743,23363.0,0.1066,24,0
L100211,Auto Loan,West,751,24830.0,0.1438,36,1
L100212,Auto Loan,South,707,21761.0,0.0834,60,1
L100213,Personal Loan,Northeast,717,20408.0,0.1052,24,0
L100214,Personal Loan,South,741,18391.0,0.1043,48,0
L100215,Personal Loan,Midwest,693,20860.0,0.0655,24,0
L100216,Personal Loan,Midwest,705,24170.0,0.1269,36,0
L100217,Personal Loan,Midwest,770,21294.0,0.1277,24,0
L100218,Personal Loan,Midwest,697,13624.0,0.0835,60,0
L100219,Auto Loan,Midwest,693,20728.0,0.0682,36,1
L100220,Auto Loan,Northeast,684,8836.0,0.1038,24,1
L100221,Auto Loan,Northeast,693,24411.0,0.0999,60,1
L100222,Auto Loan,Midwest,728,11194.0,0.0961,48,1
L100223,Personal Loan,West,705,10693.0,0.1238,48,0
L100224,Home Improvement,West,701,16605.0,0.1224,24,0
L100225,Auto Loan,Midwest,661,10181.0,0.1095,60,1
L100226,Auto Loan,West,731,24560.0,0.12,36,1
L100227,Personal Loan,Midwest,735,23134.0,0.1196,36,0
L100228,Auto Loan,South,736,15277.0,0.0938,36,1
L100229,Personal Loan,Midwest,710,26339.0,0.0684,48,0
L100230,Auto Loan,South,734,10757.0,0.1158,60,1
L100231,Personal Loan,Northeast,709,14565.0,0.1398,24,0
L100232,Auto Loan,South,696,20139.0,0.0875,36,1
L100233,Auto Loan,Midwest,685,22887.0,0.1333,60,1
L100234,Personal Loan,South,706,20780.0,0.112,48,0
L100235,Home Improvement,Midwest,736,27590.0,0.1482,24,0
L100236,Personal Loan,South,735,9711.0,0.0859,36,0
L100237,Auto Loan,Midwest,695,22827.0,0.0863,24,1
L100238,Auto Loan,West,714,22569.0,0.0964,24,1
L100239,Personal Loan,Midwest,710,10926.0,0.1435,36,0
L100240,Auto Loan,Northeast,645,10018.0,0.0824,36,1
L100241,Auto Loan,Midwest,668,10557.0,0.0959,48,1
L100242,Personal Loan,Northeast,730,16389.0,0.0765,60,0
L100243,Personal Loan,Midwest,733,19021.0,0.1115,48,0
L100244,Auto Loan,South,696,15749.0,0.1086,36,1
L100245,Auto Loan,Northeast,709,14581.0,0.139,36,1
L100246,Personal Loan,Northeast,771,6245.0,0.0655,36,0
L100247,Auto Loan,Northeast,765,7001.0,0.1138,24,1
L100248,Auto Loan,Northeast,715,6367.0,0.1415,24,1
L100249,Home Improvement,Northeast,715,6416.0,0.081,36,0
L100250,Home Improvement,Northeast,763,29207.0,0.1358,36,0
L100251,Personal Loan,West,678,28079.0,0.1321,48,0
L100252,Auto Loan,South,737,21587.0,0.1466,24,1
L100253,Auto Loan,Northeast,655,29678.0,0.1083,24,1
L100254,Personal Loan,West,702,9189.0,0.1243,24,0
L100255,Personal Loan,West,752,6699.0,0.1078,48,0
L100256,Personal Loan,West,658,13477.0,0.1195,48,0
L100257,Auto Loan,South,691,19059.0,0.133,36,1
L100258,Personal Loan,West,721,8467.0,0.1058,60,0
L100259,Auto Loan,Northeast,650,25807.0,0.1174,60,1
L100260,Auto Loan,West,726,21165.0,0.1458,36,1
L100261,Auto Loan,West,705,21697.0,0.119,48,1
L100262,Auto Loan,West,700,16986.0,0.108,36,1
L100263,Personal Loan,Northeast,752,14103.0,0.0622,48,0
L100264,Personal Loan,West,648,9153.0,0.113,48,0
L100265,Personal Loan,Northeast,721,11709.0,0.0867,48,0
L100266,Personal Loan,West,682,14763.0,0.0847,36,0
L100267,Home Improvement,South,698,11720.0,0.0877,24,0
L100268,Home Improvement,Northeast,699,14917.0,0.0965,36,0
L100269,Auto Loan,Midwest,697,21468.0,0.0752,24,1
L100270,Personal Loan,South,742,18674.0,0.1272,60,0
L100271,Auto Loan,West,708,6962.0,0.1199,24,1
L100272,Personal Loan,West,728,27970.0,0.1351,48,0
L100273,Auto Loan,West,737,11136.0,0.0917,36,1
L100274,Personal Loan,West,773,22540.0,0.0754,24,0
L100275,Auto Loan,South,752,22607.0,0.1208,24,1
L100276,Personal Loan,Northeast,715,10056.0,0.1107,36,0
L100277,Home Improvement,South,632,11167.0,0.1455,36,0
L100278,Personal Loan,Northeast,727,9586.0,0.1317,48,0
L100279,Home Improvement,West,720,12844.0,0.103,48,0
L100280,Auto Loan,Midwest,702,15059.0,0.1004,48,1
L100281,Personal Loan,West,705,26576.0,0.0758,48,0
L100282,Auto Loan,Midwest,762,15300.0,0.1378,24,1
L100283,Personal Loan,South,687,12539.0,0.1068,60,0
L100284,Personal Loan,West,735,23616.0,0.076,24,0
L100285,Personal Loan,Northeast,733,6954.0,0.0792,48,0
L100286,Home Improvement,South,794,17699.0,0.1353,48,0
L100287,Personal Loan,Northeast,719,8463.0,0.0611,60,0
L100288,Auto Loan,West,717,26532.0,0.1479,36,1
L100289,Auto Loan,West,682,21003.0,0.0807,36,1
L100290,Personal Loan,Northeast,681,15708.0,0.109,60,0
L100291,Home Improvement,West,734,20235.0,0.1328,48,0
L100292,Auto Loan,West,732,21378.0,0.0856,36,1
L100293,Personal Loan,Northeast,732,15350.0,0.1407,24,0
L100294,Auto Loan,Northeast,759,25773.0,0.1361,36,1
L100295,Personal Loan,Northeast,671,18710.0,0.0817,36,0
L100296,Auto Loan,West,704,29422.0,0.1005,60,1
L100297,Home Improvement,South,816,16868.0,0.0655,48,0
L100298,Home Improvement,West,673,20544.0,0.1217,48,0
L100299,Personal Loan,Midwest,800,20224.0,0.1056,24,0
L100300,Auto Loan,Northeast,686,15625.0,0.1471,24,1
L100301,Auto Loan,Northeast,755,10958.0,0.0676,48,1
L100302,Auto Loan,Northeast,757,21618.0,0.1267,36,1
L100303,Auto Loan,South,664,12048.0,0.1092,48,1
L100304,Personal Loan,Northeast,785,21444.0,0.1006,36,0
L100305,Home Improvement,Midwest,710,13782.0,0.114,60,0
L100306,Home Improvement,West,663,25439.0,0.0769,24,0
L100307,Auto Loan,West,746,29530.0,0.0651,36,1
L100308,Auto Loan,Midwest,715,12395.0,0.1123,36,1
L100309,Personal Loan,South,692,19006.0,0.06,60,0
L100310,Personal Loan,West,721,14444.0,0.083,36,0
L100311,Auto Loan,Midwest,775,6738.0,0.0752,36,1
L100312,Auto Loan,West,676,16166.0,0.1373,36,1
L100313,Auto Loan,Midwest,725,22693.0,0.1308,36,1
L100314,Personal Loan,Midwest,676,13636.0,0.142,24,0
L100315,Personal Loan,Northeast,712,21669.0,0.1097,24,0
L100316,Auto Loan,Northeast,718,9740.0,0.0957,24,1
L100317,Personal Loan,Midwest,715,13461.0,0.1165,36,0
L100318,Auto Loan,Northeast,775,25527.0,0.0648,36,1
L100319,Personal Loan,South,730,27167.0,0.1174,60,0
L100320,Personal Loan,West,749,22250.0,0.0704,24,0
L100321,Personal Loan,Northeast,701,21181.0,0.0652,24,0
L100322,Personal Loan,South,714,16067.0,0.1046,36,0
L100323,Personal Loan,South,674,17750.0,0.1256,48,0
L100324,Auto Loan,Midwest,768,27188.0,0.0691,48,1
L100325,Personal Loan,West,725,8535.0,0.1072,48,0
L100326,Personal Loan,Northeast,672,6341.0,0.1179,24,0
L100327,Auto Loan,Northeast,717,14286.0,0.1388,36,1
L100328,Personal Loan,Northeast,716,10510.0,0.135,36,0
L100329,Personal Loan,West,720,24752.0,0.0666,36,0
L100330,Personal Loan,South,702,25441.0,0.0731,36,0
L100331,Auto Loan,Northeast,687,25942.0,0.0792,48,1
L100332,Auto Loan,West,745,18107.0,0.0832,24,1
L100333,Home Improvement,South,677,27244.0,0.0871,36,0
L100334,Personal Loan,West,784,6793.0,0.111,24,0
L100335,Auto Loan,Midwest,701,18418.0,0.1,24,1
L100336,Auto Loan,Midwest,696,23486.0,0.1251,36,1
L100337,Personal Loan,South,746,21581.0,0.1384,36,0
L100338,Auto Loan,South,702,16695.0,0.0808,36,1
L100339,Personal Loan,West,702,13979.0,0.0776,36,0
L100340,Personal Loan,Northeast,699,9839.0,0.1287,48,0
L100341,Home Improvement,Northeast,715,7544.0,0.141,48,0
L100342,Home Improvement,West,699,23459.0,0.1241,36,0
L100343,Personal Loan,Midwest,747,18268.0,0.1189,36,0
L100344,Personal Loan,Midwest,675,10180.0,0.1337,48,0
L100345,Auto Loan,South,692,19843.0,0.0708,24,1
L100346,Personal Loan,Midwest,719,13974.0,0.1418,48,0
L100347,Auto Loan,West,764,8358.0,0.068,60,1
L100348,Home Improvement,Midwest,661,15979.0,0.0682,48,0
L100349,Personal Loan,West,733,21503.0,0.0692,36,0
L100350,Personal Loan,South,750,12191.0,0.0702,48,0
L100351,Auto Loan,West,734,21594.0,0.1294,36,1
L100352,Auto Loan,West,709,28311.0,0.0707,24,1
L100353,Personal Loan,South,712,28527.0,0.1262,36,0
L100354,Personal Loan,South,690,16511.0,0.144,36,0
L100355,Auto Loan,Midwest,711,20655.0,0.1207,48,1
L100356,Auto Loan,West,653,21518.0,0.0944,48,1
L100357,Auto Loan,Midwest,655,8486.0,0.1423,24,1
L100358,Auto Loan,Midwest,665,20692.0,0.0818,36,1
L100359,Personal Loan,South,620,17354.0,0.0722,48,0
L100360,Personal Loan,South,770,18860.0,0.0883,36,0
L100361,Auto Loan,South,640,25150.0,0.0954,48,1
L100362,Home Improvement,West,735,26513.0,0.0873,48,0
L100363,Personal Loan,Northeast,746,9156.0,0.06,36,0
L100364,Auto Loan,Northeast,766,7482.0,0.1303,36,1
L100365,Home Improvement,Midwest,675,22723.0,0.0715,60,0
L100366,Personal Loan,Midwest,668,17343.0,0.0832,48,0
L100367,Personal Loan,Midwest,715,6775.0,0.1136,36,0
L100368,Home Improvement,West,676,24372.0,0.1076,48,0
L100369,Personal Loan,Northeast,641,13474.0,0.1055,48,0
L100370,Auto Loan,Northeast,671,12218.0,0.0689,36,1
L100371,Personal Loan,South,756,8957.0,0.1035,36,0
L100372,Personal Loan,Midwest,696,13295.0,0.1349,60,0
L100373,Personal Loan,Northeast,758,18649.0,0.097,36,0
L100374,Personal Loan,Northeast,752,24416.0,0.066,36,0
L100375,Home Improvement,West,707,10355.0,0.078,36,0
L100376,Personal Loan,West,717,29819.0,0.1091,48,0
L100377,Personal Loan,South,784,22286.0,0.084,48,0
L100378,Auto Loan,Northeast,783,13232.0,0.0975,36,1
L100379,Home Improvement,South,696,12937.0,0.1347,24,0
L100380,Auto Loan,Northeast,691,26421.0,0.1276,24,1
L100381,Personal Loan,Midwest,703,21006.0,0.1252,36,0
L100382,Personal Loan,South,735,14522.0,0.1281,60,0
L100383,Home Improvement,Midwest,756,6785.0,0.0938,24,0
L100384,Auto Loan,West,739,26916.0,0.0951,48,1
L100385,Home Improvement,Northeast,774,14692.0,0.0941,36,0
L100386,Auto Loan,Midwest,684,18437.0,0.1167,36,1
L100387,Personal Loan,West,656,15446.0,0.1169,36,0
L100388,Personal Loan,South,692,19957.0,0.1184,36,0
L100389,Personal Loan,West,635,19530.0,0.0781,60,0
L100390,Personal Loan,Midwest,711,8525.0,0.0889,24,0
L100391,Personal Loan,South,709,20238.0,0.0881,36,0
L100392,Home Improvement,Midwest,814,27404.0,0.0821,60,0
L100393,Auto Loan,West,658,24563.0,0.1013,36,1
L100394,Personal Loan,Northeast,749,13563.0,0.071,48,0
L100395,Personal Loan,South,670,19295.0,0.1314,60,0
L100396,Home Improvement,Midwest,715,11450.0,0.0889,36,0
L100397,Auto Loan,West,707,6975.0,0.1284,48,1
L100398,Personal Loan,Midwest,653,9328.0,0.1388,60,0
L100399,Personal Loan,Northeast,692,13445.0,0.0796,36,0
L100400,Personal Loan,South,732,19382.0,0.0894,36,0
L100401,Personal Loan,West,754,27105.0,0.0796,24,0
L100402,Personal Loan,Northeast,724,10036.0,0.0928,36,0
L100403,Auto Loan,South,694,20779.0,0.1302,36,1
L100404,Personal Loan,Northeast,745,14310.0,0.0913,36,0
L100405,Personal Loan,Midwest,717,6035.0,0.0739,36,0
L100406,Personal Loan,West,748,10527.0,0.0617,48,0
L100407,Personal Loan,West,740,26841.0,0.1412,60,0
L100408,Personal Loan,Midwest,671,20320.0,0.0606,36,0
L100409,Home Improvement,Northeast,674,10496.0,0.1217,36,0
L100410,Personal Loan,South,762,6711.0,0.0617,48,0
L100411,Auto Loan,Northeast,714,8775.0,0.1016,60,1
L100412,Auto Loan,South,679,7715.0,0.1415,60,1
L100413,Personal Loan,Northeast,672,19084.0,0.0846,48,0
L100414,Personal Loan,South,779,8156.0,0.0682,24,0
L100415,Auto Loan,West,737,6724.0,0.0962,48,1
L100416,Auto Loan,West,722,23520.0,0.1406,24,1
L100417,Personal Loan,West,664,23775.0,0.1118,48,0
L100418,Auto Loan,Midwest,706,18143.0,0.1468,48,1
L100419,Auto Loan,South,689,10411.0,0.0861,48,1
L100420,Personal Loan,West,782,24953.0,0.0935,60,0
L100421,Personal Loan,Northeast,720,13850.0,0.1267,36,0
L100422,Personal Loan,Northeast,664,6688.0,0.0892,36,0
L100423,Auto Loan,South,689,28776.0,0.1198,48,1
L100424,Personal Loan,Midwest,713,28205.0,0.1382,36,0
L100425,Personal Loan,South,705,17564.0,0.1014,36,0
L100426,Personal Loan,West,673,23269.0,0.1165,60,0
L100427,Auto Loan,Midwest,668,20314.0,0.0767,60,1
L100428,Personal Loan,West,752,21805.0,0.1165,36,0
L100429,Personal Loan,South,702,28485.0,0.0999,48,0
L100430,Personal Loan,West,659,29075.0,0.1421,36,0
L100431,Auto Loan,South,717,7822.0,0.1041,24,1
L100432,Auto Loan,Northeast,696,22588.0,0.1157,60,1
L100433,Auto Loan,Northeast,669,9650.0,0.1029,24,1
L100434,Auto Loan,West,687,22256.0,0.1117,36,1
L100435,Auto Loan,West,724,8204.0,0.1325,48,1
L100436,Personal Loan,West,627,10945.0,0.07,48,0
L100437,Personal Loan,Midwest,734,9008.0,0.0819,48,0
L100438,Auto Loan,Northeast,721,22611.0,0.1221,36,1
L100439,Home Improvement,West,722,23796.0,0.1441,36,0
L100440,Home Improvement,West,752,9022.0,0.1236,60,0
L100441,Personal Loan,Midwest,667,23433.0,0.1196,48,0
L100442,Personal Loan,Midwest,731,20217.0,0.1295,24,0
L100443,Auto Loan,Northeast,744,21557.0,0.1066,24,1
L100444,Personal Loan,Midwest,741,12894.0,0.1174,48,0
L100445,Auto Loan,West,667,25060.0,0.1326,60,1
L100446,Personal Loan,Midwest,659,24163.0,0.1024,36,0
L100447,Home Improvement,Midwest,740,20176.0,0.0769,60,0
L100448,Auto Loan,West,795,19138.0,0.1475,48,1
L100449,Auto Loan,South,734,28339.0,0.0944,48,1
L100450,Personal Loan,Northeast,716,20719.0,0.0814,24,0
L100451,Personal Loan,West,671,14880.0,0.1335,36,0
L100452,Personal Loan,Midwest,760,15041.0,0.1186,36,0
L100453,Home Improvement,Midwest,675,14986.0,0.1238,48,0
L100454,Auto Loan,South,752,21818.0,0.1186,60,1
L100455,Auto Loan,South,737,28588.0,0.0922,36,1
L100456,Personal Loan,South,741,7818.0,0.1225,48,0
