loan_id,as_of_month,ending_balance,scheduled_payment,actual_payment,dpd,region,product_type,fico_score,secured_flag
L100044,2024-01-31,13003.78,390.11,390.11,0,West,Auto Loan,719,1
L100045,2024-01-31,14787.47,443.62,443.62,0,Northeast,Home Improvement,763,0
L100046,2024-01-31,22387.92,671.64,671.64,0,Midwest,Auto Loan,685,1
L100047,2024-01-31,2603.85,78.12,78.12,0,West,Personal Loan,708,0
L100048,2024-01-31,16118.76,483.56,483.56,0,South,Auto Loan,682,1
L100049,2024-01-31,13576.3,407.29,407.29,0,West,Personal Loan,670,0
L100050,2024-01-31,22279.71,668.39,668.39,0,South,Personal Loan,697,0
L100051,2024-01-31,14250.82,427.52,427.52,0,Northeast,Auto Loan,683,1
L100052,2024-01-31,13405.78,402.17,402.17,0,South,Auto Loan,742,1
L100053,2024-01-31,13048.16,391.44,391.44,0,Midwest,Personal Loan,716,0
L100054,2024-01-31,24907.38,747.22,747.22,0,Northeast,Auto Loan,659,1
L100055,2024-01-31,4024.1,120.72,120.72,0,Midwest,Personal Loan,658,0
L100056,2024-01-31,6302.85,189.09,189.09,0,Midwest,Home Improvement,704,0
L100057,2024-01-31,6205.52,186.17,186.17,0,Midwest,Personal Loan,688,0
L100058,2024-01-31,19871.91,596.16,596.16,0,Northeast,Auto Loan,760,1
L100059,2024-01-31,16901.47,507.04,507.04,0,Midwest,Auto Loan,678,1
L100060,2024-01-31,8327.28,249.82,249.82,0,Midwest,Personal Loan,735,0
L100061,2024-01-31,13626.82,408.8,408.8,0,Midwest,Auto Loan,763,1
L100062,2024-01-31,22526.44,675.79,675.79,0,West,Personal Loan,780,0
L100063,2024-01-31,22472.78,674.18,674.18,0,Midwest,Auto Loan,740,1
L100064,2024-01-31,9327.11,279.81,279.81,0,West,Personal Loan,689,0
L100065,2024-01-31,22889.33,686.68,686.68,0,West,Auto Loan,818,1
L100066,2024-01-31,5690.6,170.72,170.72,0,Northeast,Auto Loan,730,1
L100067,2024-01-31,6331.8,189.95,189.95,0,West,Personal Loan,709,0
L100068,2024-01-31,10904.29,327.13,327.13,0,Midwest,Personal Loan,812,0
L100069,2024-01-31,16029.9,480.9,480.9,0,Northeast,Auto Loan,820,1
L100070,2024-01-31,2420.76,72.62,72.62,0,West,Auto Loan,736,1
L100071,2024-01-31,10223.44,306.7,306.7,0,West,Home Improvement,705,0
L100072,2024-01-31,6212.59,186.38,186.38,0,Northeast,Personal Loan,620,0
L100073,2024-01-31,11019.26,330.58,330.58,0,Northeast,Home Improvement,691,0
L100074,2024-01-31,14809.62,444.29,444.29,0,Northeast,Auto Loan,620,1
L100075,2024-01-31,21935.5,658.06,658.06,0,Midwest,Home Improvement,720,0
L100076,2024-01-31,5906.68,177.2,177.2,0,Midwest,Home Improvement,748,0
L100077,2024-01-31,21017.94,630.54,630.54,0,West,Auto Loan,767,1
L100078,2024-01-31,24286.6,728.6,728.6,0,West,Auto Loan,754,1
L100079,2024-01-31,6367.51,191.03,191.03,0,Northeast,Personal Loan,682,0
L100080,2024-01-31,23088.44,692.65,692.65,0,West,Auto Loan,645,1
L100081,2024-01-31,22451.05,673.53,673.53,0,Midwest,Personal Loan,660,0
L100082,2024-01-31,7157.29,214.72,214.72,0,Northeast,Personal Loan,684,0
L100083,2024-01-31,8188.65,245.66,245.66,0,South,Personal Loan,699,0
L100084,2024-01-31,20049.05,601.47,601.47,0,Midwest,Auto Loan,680,1
L100085,2024-01-31,21140.89,634.23,634.23,0,South,Personal Loan,703,0
L100086,2024-01-31,18965.94,568.98,568.98,0,West,Auto Loan,660,1
L100087,2024-01-31,5224.87,156.75,156.75,0,South,Home Improvement,781,0
L100088,2024-01-31,18664.03,559.92,559.92,0,West,Personal Loan,720,0
L100089,2024-01-31,9275.23,278.26,278.26,0,West,Personal Loan,694,0
L100090,2024-01-31,8528.95,255.87,255.87,0,Midwest,Home Improvement,734,0
L100091,2024-01-31,12686.81,380.6,380.6,0,West,Personal Loan,695,0
L100092,2024-01-31,2114.28,63.43,63.43,0,West,Auto Loan,710,1
L100093,2024-01-31,11680.68,350.42,350.42,0,Northeast,Auto Loan,744,1
L100094,2024-01-31,11858.06,355.74,355.74,0,Northeast,Auto Loan,725,1
L100095,2024-01-31,10241.4,307.24,307.24,0,West,Personal Loan,665,0
L100096,2024-01-31,14995.15,449.85,449.85,0,Northeast,Auto Loan,697,1
L100097,2024-01-31,3420.59,102.62,102.62,0,South,Auto Loan,677,1
L100098,2024-01-31,4843.47,145.3,145.3,0,Midwest,Personal Loan,698,0
L100099,2024-01-31,23743.5,712.31,712.31,0,Midwest,Auto Loan,762,1
L100100,2024-01-31,15657.95,469.74,469.74,0,Midwest,Personal Loan,772,0
L100101,2024-01-31,16988.46,509.65,509.65,0,West,Auto Loan,673,1
L100102,2024-01-31,11222.85,336.69,336.69,0,West,Personal Loan,759,0
L100103,2024-01-31,10167.97,305.04,305.04,0,South,Home Improvement,810,0
L100104,2024-01-31,24816.88,744.51,744.51,0,Northeast,Auto Loan,691,1
L100105,2024-01-31,15519.48,465.58,465.58,0,South,Personal Loan,643,0
L100106,2024-01-31,5097.43,152.92,152.92,0,Midwest,Auto Loan,716,1
L100107,2024-01-31,21261.47,637.84,637.84,0,West,Auto Loan,700,1
L100108,2024-01-31,11880.24,356.41,356.41,0,South,Auto Loan,659,1
L100109,2024-01-31,10024.48,300.73,300.73,0,West,Auto Loan,703,1
L100110,2024-01-31,8604.6,258.14,258.14,0,West,Home Improvement,778,0
L100111,2024-01-31,21635.46,649.06,649.06,0,South,Personal Loan,709,0
L100112,2024-01-31,23839.77,715.19,715.19,0,West,Home Improvement,820,0
L100113,2024-01-31,15192.29,455.77,455.77,0,Northeast,Personal Loan,660,0
L100114,2024-01-31,19942.12,598.26,598.26,0,West,Auto Loan,714,1
L100115,2024-01-31,8010.2,240.31,240.31,0,Northeast,Auto Loan,675,1
L100116,2024-01-31,2339.27,70.18,70.18,0,West,Auto Loan,768,1
L100117,2024-01-31,9077.42,272.32,272.32,0,West,Home Improvement,620,0
L100118,2024-01-31,16962.23,508.87,508.87,0,Midwest,Personal Loan,693,0
L100119,2024-01-31,10087.72,302.63,302.63,0,Midwest,Auto Loan,650,1
L100120,2024-01-31,16735.36,502.06,502.06,0,Northeast,Personal Loan,633,0
L100121,2024-01-31,21928.7,657.86,657.86,0,West,Auto Loan,795,1
L100122,2024-01-31,2987.23,89.62,89.62,0,Midwest,Personal Loan,738,0
L100123,2024-01-31,9387.16,281.61,281.61,0,Midwest,Personal Loan,723,0
L100124,2024-01-31,22287.61,668.63,668.63,0,Northeast,Auto Loan,712,1
L100125,2024-01-31,24192.63,725.78,725.78,0,Northeast,Home Improvement,704,0
L100126,2024-01-31,7020.75,210.62,210.62,0,Northeast,Auto Loan,705,1
L100127,2024-01-31,15185.32,455.56,455.56,0,West,Auto Loan,695,1
L100128,2024-01-31,17972.5,539.17,539.17,0,Midwest,Auto Loan,727,1
L100129,2024-01-31,22339.7,670.19,670.19,0,Northeast,Personal Loan,753,0
L100130,2024-01-31,13219.68,396.59,396.59,0,Midwest,Personal Loan,663,0
L100131,2024-01-31,13667.07,410.01,410.01,0,Northeast,Personal Loan,781,0
L100132,2024-01-31,13289.79,398.69,171.91,46,West,Personal Loan,688,0
L100133,2024-01-31,9462.24,283.87,283.87,0,West,Auto Loan,685,1
L100134,2024-01-31,17058.95,511.77,511.77,0,South,Auto Loan,727,1
L100135,2024-01-31,7345.97,220.38,220.38,0,Midwest,Personal Loan,689,0
L100136,2024-01-31,6739.23,202.18,202.18,0,West,Auto Loan,732,1
L100137,2024-01-31,13901.66,417.05,417.05,0,West,Personal Loan,711,0
L100138,2024-01-31,7895.8,236.87,236.87,0,South,Personal Loan,735,0
L100139,2024-01-31,19875.92,596.28,596.28,0,Midwest,Home Improvement,680,0
L100140,2024-01-31,23391.04,701.73,701.73,0,Midwest,Auto Loan,699,1
L100141,2024-01-31,15078.22,452.35,452.35,0,West,Auto Loan,748,1
L100142,2024-01-31,16080.58,482.42,482.42,0,South,Personal Loan,771,0
L100143,2024-01-31,17500.91,525.03,525.03,0,South,Personal Loan,666,0
L100144,2024-01-31,12809.02,384.27,384.27,0,West,Home Improvement,667,0
L100145,2024-01-31,3237.05,97.11,97.11,0,Midwest,Auto Loan,724,1
L100146,2024-01-31,23694.64,710.84,710.84,0,Northeast,Personal Loan,706,0
L100147,2024-01-31,8314.79,249.44,249.44,0,West,Personal Loan,709,0
L100148,2024-01-31,17819.5,534.59,534.59,0,Northeast,Auto Loan,638,1
L100149,2024-01-31,3359.04,100.77,100.77,0,South,Auto Loan,704,1
L100150,2024-01-31,24017.44,720.52,720.52,0,West,Home Improvement,673,0
L100151,2024-01-31,8419.57,252.59,252.59,0,Northeast,Auto Loan,622,1
L100152,2024-01-31,21890.55,656.72,656.72,0,Northeast,Auto Loan,684,1
L100153,2024-01-31,17234.03,517.02,517.02,0,Northeast,Home Improvement,679,0
L100154,2024-01-31,8311.35,249.34,249.34,0,South,Personal Loan,684,0
L100155,2024-01-31,2819.56,84.59,84.59,0,South,Home Improvement,707,0
L100156,2024-01-31,12887.4,386.62,386.62,0,South,Personal Loan,707,0
L100157,2024-01-31,2300.72,69.02,69.02,0,Northeast,Personal Loan,744,0
L100158,2024-01-31,17049.31,511.48,511.48,0,South,Auto Loan,711,1
L100159,2024-01-31,18833.09,564.99,564.99,0,West,Auto Loan,625,1
L100160,2024-01-31,22206.14,666.18,666.18,0,Northeast,Home Improvement,753,0
L100161,2024-01-31,10501.79,315.05,315.05,0,Midwest,Auto Loan,657,1
L100162,2024-01-31,24344.81,730.34,730.34,0,South,Auto Loan,700,1
L100163,2024-01-31,18100.52,543.02,543.02,0,West,Auto Loan,645,1
L100164,2024-01-31,19275.11,578.25,578.25,0,South,Personal Loan,673,0
L100165,2024-01-31,18272.09,548.16,548.16,0,Northeast,Personal Loan,690,0
L100166,2024-01-31,3792.74,113.78,113.78,0,South,Personal Loan,718,0
L100167,2024-01-31,12032.98,360.99,360.99,0,Midwest,Auto Loan,671,1
L100168,2024-01-31,7359.72,220.79,220.79,0,Northeast,Personal Loan,754,0
L100169,2024-01-31,10169.12,305.07,305.07,0,Northeast,Personal Loan,732,0
L100170,2024-01-31,19192.37,575.77,575.77,0,Midwest,Personal Loan,642,0
L100171,2024-01-31,22032.44,660.97,660.97,0,South,Personal Loan,700,0
L100172,2024-01-31,12476.64,374.3,374.3,0,Northeast,Auto Loan,743,1
L100173,2024-01-31,5608.3,168.25,168.25,0,West,Personal Loan,750,0
L100174,2024-01-31,10468.82,314.06,314.06,0,South,Personal Loan,665,0
L100175,2024-01-31,9024.51,270.74,270.74,0,Midwest,Auto Loan,686,1
L100176,2024-01-31,18238.64,547.16,547.16,0,South,Auto Loan,716,1
L100177,2024-01-31,5773.0,173.19,173.19,0,Northeast,Home Improvement,710,0
L100178,2024-01-31,4822.63,144.68,144.68,0,Midwest,Personal Loan,681,0
L100179,2024-01-31,10688.6,320.66,320.66,0,Midwest,Personal Loan,632,0
L100180,2024-01-31,8775.68,263.27,263.27,0,Northeast,Auto Loan,694,1
L100181,2024-01-31,10083.22,302.5,302.5,0,West,Personal Loan,654,0
L100182,2024-01-31,10858.12,325.74,325.74,0,South,Personal Loan,697,0
L100183,2024-01-31,14570.54,437.12,437.12,0,Northeast,Personal Loan,701,0
L100184,2024-01-31,18234.1,547.02,547.02,0,Midwest,Auto Loan,741,1
L100185,2024-01-31,17050.84,511.53,511.53,0,South,Personal Loan,737,0
L100186,2024-01-31,9208.1,276.24,276.24,0,South,Home Improvement,668,0
L100187,2024-01-31,7751.08,232.53,232.53,0,West,Auto Loan,698,1
L100188,2024-01-31,4412.76,132.38,132.38,0,Midwest,Auto Loan,706,1
L100189,2024-01-31,2863.35,85.9,85.9,0,South,Personal Loan,812,0
L100190,2024-01-31,14342.34,430.27,430.27,0,Northeast,Personal Loan,644,0
L100191,2024-01-31,24436.67,733.1,733.1,0,Midwest,Home Improvement,705,0
L100192,2024-01-31,12420.56,372.62,372.62,0,South,Personal Loan,748,0
L100193,2024-01-31,14379.3,431.38,431.38,0,West,Auto Loan,749,1
L100194,2024-01-31,21667.28,650.02,650.02,0,Midwest,Personal Loan,749,0
L100195,2024-01-31,4154.22,124.63,124.63,0,South,Personal Loan,783,0
L100196,2024-01-31,3970.01,119.1,119.1,0,Midwest,Personal Loan,735,0
L100197,2024-01-31,17462.44,523.87,523.87,0,South,Personal Loan,802,0
L100198,2024-01-31,19042.14,571.26,571.26,0,Midwest,Home Improvement,695,0
L100199,2024-01-31,8458.96,253.77,253.77,0,Midwest,Personal Loan,675,0
L100200,2024-01-31,6010.19,180.31,180.31,0,Midwest,Auto Loan,741,1
L100201,2024-01-31,14074.87,422.25,422.25,0,Midwest,Personal Loan,717,0
L100202,2024-01-31,2916.01,87.48,87.48,0,South,Personal Loan,696,0
L100203,2024-01-31,9031.79,270.95,270.95,0,Northeast,Auto Loan,732,1
L100204,2024-01-31,15807.64,474.23,474.23,0,South,Auto Loan,687,1
L100205,2024-01-31,21418.06,642.54,642.54,0,West,Auto Loan,744,1
L100206,2024-01-31,22101.49,663.04,663.04,0,Midwest,Auto Loan,776,1
L100207,2024-01-31,14227.89,426.84,426.84,0,South,Home Improvement,752,0
L100208,2024-01-31,19189.13,575.67,575.67,0,South,Personal Loan,638,0
L100209,2024-01-31,6077.02,182.31,182.31,0,Northeast,Personal Loan,665,0
L100210,2024-01-31,4914.17,147.42,34.34,31,South,Personal Loan,743,0
L100211,2024-01-31,10136.75,304.1,304.1,0,West,Auto Loan,751,1
L100212,2024-01-31,2899.34,86.98,86.98,0,South,Auto Loan,707,1
L100213,2024-01-31,7236.21,217.09,217.09,0,Northeast,Personal Loan,717,0
L100214,2024-01-31,21368.0,641.04,641.04,0,South,Personal Loan,741,0
L100215,2024-01-31,7272.87,218.19,218.19,0,Midwest,Personal Loan,693,0
L100216,2024-01-31,15076.53,452.3,452.3,0,Midwest,Personal Loan,705,0
L100217,2024-01-31,17581.75,527.45,527.45,0,Midwest,Personal Loan,770,0
L100218,2024-01-31,24808.85,744.27,744.27,0,Midwest,Personal Loan,697,0
L100219,2024-01-31,14505.65,435.17,435.17,0,Midwest,Auto Loan,693,1
L100220,2024-01-31,3899.19,116.98,116.98,0,Northeast,Auto Loan,684,1
L100221,2024-01-31,14096.32,422.89,422.89,0,Northeast,Auto Loan,693,1
L100222,2024-01-31,9252.53,277.58,277.58,0,Midwest,Auto Loan,728,1
L100223,2024-01-31,14461.75,433.85,433.85,0,West,Personal Loan,705,0
L100224,2024-01-31,21973.01,659.19,659.19,0,West,Home Improvement,701,0
L100225,2024-01-31,18940.39,568.21,568.21,0,Midwest,Auto Loan,661,1
L100226,2024-01-31,3877.51,116.33,116.33,0,West,Auto Loan,731,1
L100227,2024-01-31,16572.44,497.17,497.17,0,Midwest,Personal Loan,735,0
L100228,2024-01-31,12585.05,377.55,377.55,0,South,Auto Loan,736,1
L100229,2024-01-31,4019.16,120.57,120.57,0,Midwest,Personal Loan,710,0
L100230,2024-01-31,5358.84,160.77,160.77,0,South,Auto Loan,734,1
L100231,2024-01-31,9184.75,275.54,275.54,0,Northeast,Personal Loan,709,0
L100232,2024-01-31,19063.74,571.91,571.91,0,South,Auto Loan,696,1
L100233,2024-01-31,20607.42,618.22,618.22,0,Midwest,Auto Loan,685,1
L100234,2024-01-31,13852.31,415.57,415.57,0,South,Personal Loan,706,0
L100235,2024-01-31,4429.86,132.9,132.9,0,Midwest,Home Improvement,736,0
L100236,2024-01-31,9075.62,272.27,272.27,0,South,Personal Loan,735,0
L100237,2024-01-31,4708.49,141.25,141.25,0,Midwest,Auto Loan,695,1
L100238,2024-01-31,22329.89,669.9,669.9,0,West,Auto Loan,714,1
L100239,2024-01-31,3218.79,96.56,96.56,0,Midwest,Personal Loan,710,0
L100240,2024-01-31,2076.41,62.29,62.29,0,Northeast,Auto Loan,645,1
L100241,2024-01-31,16420.48,492.61,492.61,0,Midwest,Auto Loan,668,1
L100242,2024-01-31,2619.01,78.57,78.57,0,Northeast,Personal Loan,730,0
L100243,2024-01-31,16296.53,488.9,488.9,0,Midwest,Personal Loan,733,0
L100244,2024-01-31,8997.57,269.93,269.93,0,South,Auto Loan,696,1
L100245,2024-01-31,23456.52,703.7,703.7,0,Northeast,Auto Loan,709,1
L100246,2024-01-31,13995.95,419.88,419.88,0,Northeast,Personal Loan,771,0
L100247,2024-01-31,11125.71,333.77,333.77,0,Northeast,Auto Loan,765,1
L100248,2024-01-31,19546.15,586.38,586.38,0,Northeast,Auto Loan,715,1
L100249,2024-01-31,2306.96,69.21,69.21,0,Northeast,Home Improvement,715,0
L100250,2024-01-31,6684.23,200.53,200.53,0,Northeast,Home Improvement,763,0
L100251,2024-01-31,14385.87,431.58,431.58,0,West,Personal Loan,678,0
L100252,2024-01-31,5183.29,155.5,155.5,0,South,Auto Loan,737,1
L100253,2024-01-31,21997.45,659.92,659.92,0,Northeast,Auto Loan,655,1
L100254,2024-01-31,18879.61,566.39,566.39,0,West,Personal Loan,702,0
L100255,2024-01-31,8835.01,265.05,265.05,0,West,Personal Loan,752,0
L100256,2024-01-31,11665.33,349.96,349.96,0,West,Personal Loan,658,0
L100257,2024-01-31,18359.08,550.77,550.77,0,South,Auto Loan,691,1
L100258,2024-01-31,16263.01,487.89,487.89,0,West,Personal Loan,721,0
L100259,2024-01-31,14661.61,439.85,439.85,0,Northeast,Auto Loan,650,1
L100260,2024-01-31,18330.04,549.9,549.9,0,West,Auto Loan,726,1
L100261,2024-01-31,5295.8,158.87,158.87,0,West,Auto Loan,705,1
L100262,2024-01-31,14236.54,427.1,427.1,0,West,Auto Loan,700,1
L100263,2024-01-31,14816.79,444.5,444.5,0,Northeast,Personal Loan,752,0
L100264,2024-01-31,24819.67,744.59,744.59,0,West,Personal Loan,648,0
L100265,2024-01-31,21164.38,634.93,634.93,0,Northeast,Personal Loan,721,0
L100266,2024-01-31,8109.58,243.29,243.29,0,West,Personal Loan,682,0
L100267,2024-01-31,3439.73,103.19,103.19,0,South,Home Improvement,698,0
L100268,2024-01-31,2467.67,74.03,40.4,41,Northeast,Home Improvement,699,0
L100269,2024-01-31,12649.5,379.49,379.49,0,Midwest,Auto Loan,697,1
L100270,2024-01-31,8464.65,253.94,253.94,0,South,Personal Loan,742,0
L100271,2024-01-31,12598.96,377.97,377.97,0,West,Auto Loan,708,1
L100272,2024-01-31,22054.83,661.64,661.64,0,West,Personal Loan,728,0
L100273,2024-01-31,5815.79,174.47,174.47,0,West,Auto Loan,737,1
L100274,2024-01-31,23010.71,690.32,690.32,0,West,Personal Loan,773,0
L100275,2024-01-31,10713.78,321.41,321.41,0,South,Auto Loan,752,1
L100276,2024-01-31,15077.31,452.32,452.32,0,Northeast,Personal Loan,715,0
L100277,2024-01-31,8517.49,255.52,255.52,0,South,Home Improvement,632,0
L100278,2024-01-31,22393.38,671.8,671.8,0,Northeast,Personal Loan,727,0
L100279,2024-01-31,8577.29,257.32,257.32,0,West,Home Improvement,720,0
L100280,2024-01-31,2530.92,75.93,75.93,0,Midwest,Auto Loan,702,1
L100281,2024-01-31,3377.45,101.32,101.32,0,West,Personal Loan,705,0
L100282,2024-01-31,9581.39,287.44,287.44,0,Midwest,Auto Loan,762,1
L100283,2024-01-31,3477.36,104.32,104.32,0,South,Personal Loan,687,0
L100284,2024-01-31,11027.82,330.83,330.83,0,West,Personal Loan,735,0
L100285,2024-01-31,11926.23,357.79,357.79,0,Northeast,Personal Loan,733,0
L100286,2024-01-31,12176.26,365.29,365.29,0,South,Home Improvement,794,0
L100287,2024-01-31,7102.07,213.06,213.06,0,Northeast,Personal Loan,719,0
L100288,2024-01-31,12678.91,380.37,380.37,0,West,Auto Loan,717,1
L100289,2024-01-31,24485.15,734.55,734.55,0,West,Auto Loan,682,1
L100290,2024-01-31,20424.69,612.74,612.74,0,Northeast,Personal Loan,681,0
L100291,2024-01-31,22169.76,665.09,665.09,0,West,Home Improvement,734,0
L100292,2024-01-31,14782.71,443.48,443.48,0,West,Auto Loan,732,1
L100293,2024-01-31,15865.37,475.96,475.96,0,Northeast,Personal Loan,732,0
L100294,2024-01-31,3598.46,107.95,107.95,0,Northeast,Auto Loan,759,1
L100295,2024-01-31,10181.25,305.44,305.44,0,Northeast,Personal Loan,671,0
L100296,2024-01-31,6242.63,187.28,187.28,0,West,Auto Loan,704,1
L100297,2024-01-31,4464.51,133.94,133.94,0,South,Home Improvement,816,0
L100298,2024-01-31,7717.84,231.54,231.54,0,West,Home Improvement,673,0
L100299,2024-01-31,21432.4,642.97,642.97,0,Midwest,Personal Loan,800,0
L100300,2024-01-31,16657.82,499.73,499.73,0,Northeast,Auto Loan,686,1
L100301,2024-01-31,22757.02,682.71,682.71,0,Northeast,Auto Loan,755,1
L100302,2024-01-31,22664.5,679.94,679.94,0,Northeast,Auto Loan,757,1
L100303,2024-01-31,6761.18,202.84,202.84,0,South,Auto Loan,664,1
L100304,2024-01-31,15993.46,479.8,479.8,0,Northeast,Personal Loan,785,0
L100305,2024-01-31,10979.84,329.4,329.4,0,Midwest,Home Improvement,710,0
L100306,2024-01-31,4064.76,121.94,121.94,0,West,Home Improvement,663,0
L100307,2024-01-31,20265.41,607.96,607.96,0,West,Auto Loan,746,1
L100308,2024-01-31,12366.25,370.99,370.99,0,Midwest,Auto Loan,715,1
L100309,2024-01-31,23251.99,697.56,697.56,0,South,Personal Loan,692,0
L100310,2024-01-31,6748.58,202.46,202.46,0,West,Personal Loan,721,0
L100311,2024-01-31,19424.43,582.73,582.73,0,Midwest,Auto Loan,775,1
L100312,2024-01-31,24981.75,749.45,749.45,0,West,Auto Loan,676,1
L100313,2024-01-31,2253.68,67.61,67.61,0,Midwest,Auto Loan,725,1
L100314,2024-01-31,18396.93,551.91,551.91,0,Midwest,Personal Loan,676,0
L100315,2024-01-31,14680.07,440.4,440.4,0,Northeast,Personal Loan,712,0
L100316,2024-01-31,5169.76,155.09,155.09,0,Northeast,Auto Loan,718,1
L100317,2024-01-31,16771.39,503.14,503.14,0,Midwest,Personal Loan,715,0
L100318,2024-01-31,18859.69,565.79,565.79,0,Northeast,Auto Loan,775,1
L100319,2024-01-31,21651.7,649.55,649.55,0,South,Personal Loan,730,0
L100320,2024-01-31,3982.19,119.47,119.47,0,West,Personal Loan,749,0
L100321,2024-01-31,17447.39,523.42,523.42,0,Northeast,Personal Loan,701,0
L100322,2024-01-31,5420.72,162.62,162.62,0,South,Personal Loan,714,0
L100323,2024-01-31,19041.23,571.24,571.24,0,South,Personal Loan,674,0
L100324,2024-01-31,6891.58,206.75,206.75,0,Midwest,Auto Loan,768,1
L100325,2024-01-31,9540.51,286.22,286.22,0,West,Personal Loan,725,0
L100326,2024-01-31,4092.67,122.78,122.78,0,Northeast,Personal Loan,672,0
L100327,2024-01-31,23325.49,699.76,699.76,0,Northeast,Auto Loan,717,1
L100328,2024-01-31,4084.37,122.53,122.53,0,Northeast,Personal Loan,716,0
L100329,2024-01-31,24765.37,742.96,742.96,0,West,Personal Loan,720,0
L100330,2024-01-31,3694.03,110.82,110.82,0,South,Personal Loan,702,0
L100331,2024-01-31,4098.91,122.97,122.97,0,Northeast,Auto Loan,687,1
L100332,2024-01-31,6546.05,196.38,196.38,0,West,Auto Loan,745,1
L100333,2024-01-31,3638.64,109.16,109.16,0,South,Home Improvement,677,0
L100334,2024-01-31,16115.8,483.47,483.47,0,West,Personal Loan,784,0
L100335,2024-01-31,20718.54,621.56,621.56,0,Midwest,Auto Loan,701,1
L100336,2024-01-31,17428.07,522.84,522.84,0,Midwest,Auto Loan,696,1
L100337,2024-01-31,13262.24,397.87,397.87,0,South,Personal Loan,746,0
L100338,2024-01-31,7139.75,214.19,214.19,0,South,Auto Loan,702,1
L100339,2024-01-31,23418.18,702.55,702.55,0,West,Personal Loan,702,0
L100340,2024-01-31,15953.02,478.59,478.59,0,Northeast,Personal Loan,699,0
L100341,2024-01-31,3970.85,119.13,119.13,0,Northeast,Home Improvement,715,0
